id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_banner_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at,timestamp,crawled_at,updated
21478911,TMJ- CLT Util Jobs,tmj_clt_util,4,344,295,0,5,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"Charlotte, NC",,,1.0,http://pbs.twimg.com/profile_images/672591798120808448/imQtp9pZ_normal.jpg,https://pbs.twimg.com/profile_banners/21478911/1449193357,1,https://pbs.twimg.com/profile_background_images/315563419/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/672591798120808448/imQtp9pZ_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315563419/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,"Follow this account for geo-targeted Utilities job tweets in Charlotte, NC. Need help? Tweet us at @CareerArc!",,,Sat Feb 21 12:04:47 +0000 2009,2009-02-21 13:04:47,2016-03-15 13:48:59,2016-03-15 13:48:59
21479094,TMJ - SFO Util Jobs,tmj_sfo_util,3,353,322,0,16,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"San Francisco, CA",,,1.0,http://pbs.twimg.com/profile_images/672606541803970560/afs_skQr_normal.jpg,https://pbs.twimg.com/profile_banners/21479094/1449196872,1,https://pbs.twimg.com/profile_background_images/315563347/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/672606541803970560/afs_skQr_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315563347/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,"Follow this account for geo-targeted Utilities job tweets in San Francisco, CA. Need help? Tweet us at @CareerArc!",,,Sat Feb 21 12:09:26 +0000 2009,2009-02-21 13:09:26,2016-03-15 13:48:59,2016-03-15 13:48:59
21479204,TMJ - WAS Util Jobs,tmj_dc_util,1,323,294,0,2,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"Washington, DC",,,1.0,http://pbs.twimg.com/profile_images/672621962598858752/35-y9lIA_normal.jpg,https://pbs.twimg.com/profile_banners/21479204/1449200549,1,https://pbs.twimg.com/profile_background_images/315962950/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/672621962598858752/35-y9lIA_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315962950/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,Follow this account for geo-targeted Utilities job tweets in DC Metro. Need help? Tweet us at @CareerArc!,,,Sat Feb 21 12:12:01 +0000 2009,2009-02-21 13:12:01,2016-03-15 13:48:59,2016-03-15 13:48:59
21479275,TMJ - JAX Util Jobs,tmj_jax_util,4,311,292,0,4,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"Jacksonville, FL",,,1.0,http://pbs.twimg.com/profile_images/672611620544122880/-4uUqr4g_normal.jpg,https://pbs.twimg.com/profile_banners/21479275/1449198083,1,https://pbs.twimg.com/profile_background_images/315963136/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/672611620544122880/-4uUqr4g_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315963136/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,"Follow this account for geo-targeted Utilities job tweets in Jacksonville, FL. Need help? Tweet us at @CareerArc!",,,Sat Feb 21 12:13:37 +0000 2009,2009-02-21 13:13:37,2016-03-15 13:48:59,2016-03-15 13:48:59
21479334,TMJ - CHI Util Jobs,tmj_chi_util,6,339,298,0,7,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"Chicago, IL",,,1.0,http://pbs.twimg.com/profile_images/672631946585890817/g0UOuKrG_normal.jpg,https://pbs.twimg.com/profile_banners/21479334/1449202929,1,https://pbs.twimg.com/profile_background_images/315563252/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/672631946585890817/g0UOuKrG_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315563252/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,"Follow this account for geo-targeted Utilities job tweets in Chicago, IL. Need help? Tweet us at @CareerArc!",,,Sat Feb 21 12:15:21 +0000 2009,2009-02-21 13:15:21,2016-03-15 13:48:59,2016-03-15 13:48:59
21479394,TMJ - BOS Util Jobs,tmj_bos_util,3,316,298,0,5,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"Boston, MA",,,1.0,http://pbs.twimg.com/profile_images/672616575585808384/lAxOG1jl_normal.jpg,https://pbs.twimg.com/profile_banners/21479394/1449199264,1,https://pbs.twimg.com/profile_background_images/315963067/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/672616575585808384/lAxOG1jl_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315963067/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,"Follow this account for geo-targeted Utilities job tweets in Boston, MA. Need help? Tweet us at @CareerArc!",,,Sat Feb 21 12:16:58 +0000 2009,2009-02-21 13:16:58,2016-03-15 13:48:59,2016-03-15 13:48:59
21479442,TMJ - DFW Util Jobs,tmj_dfw_util,15,370,293,0,14,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"DFW, Texas",,,1.0,http://pbs.twimg.com/profile_images/672627168325709825/KdmkY_r__normal.jpg,https://pbs.twimg.com/profile_banners/21479442/1449201790,1,https://pbs.twimg.com/profile_background_images/315563262/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/672627168325709825/KdmkY_r__normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315563262/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,"Follow this account for geo-targeted Utilities job tweets in DFW, Texas. Need help? Tweet us at @CareerArc!",,,Sat Feb 21 12:18:18 +0000 2009,2009-02-21 13:18:18,2016-03-15 13:48:59,2016-03-15 13:48:59
21479515,TMJ - NYC Util Jobs,tmj_nyc_util,5,353,295,0,10,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"New York, NY",,,1.0,http://pbs.twimg.com/profile_images/672601593758420992/OGgNItbC_normal.jpg,https://pbs.twimg.com/profile_banners/21479515/1449195692,1,https://pbs.twimg.com/profile_background_images/315563366/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/672601593758420992/OGgNItbC_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315563366/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,"Follow this account for geo-targeted Utilities job tweets in New York, NY. Need help? Tweet us at @CareerArc!",,,Sat Feb 21 12:19:38 +0000 2009,2009-02-21 13:19:38,2016-03-15 13:48:59,2016-03-15 13:48:59
21479634,TMJ - CHH Util Jobs,tmj_chh_util,2,313,291,0,3,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"Columbus, OH",,,1.0,http://pbs.twimg.com/profile_images/672636925262479360/UGSdoWjx_normal.jpg,https://pbs.twimg.com/profile_banners/21479634/1449204116,1,https://pbs.twimg.com/profile_background_images/315962911/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/672636925262479360/UGSdoWjx_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315962911/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,"Follow this account for geo-targeted Utilities job tweets in Columbus, OH. Need help? Tweet us at @CareerArc!",,,Sat Feb 21 12:21:55 +0000 2009,2009-02-21 13:21:55,2016-03-15 13:48:59,2016-03-15 13:48:59
21479698,TMJ - BAL Util Jobs,tmj_bal_util,1,303,292,0,2,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"Baltimore, MD",,,1.0,http://pbs.twimg.com/profile_images/672641892513800192/PJQXAVqg_normal.jpg,https://pbs.twimg.com/profile_banners/21479698/1449205300,1,https://pbs.twimg.com/profile_background_images/315563191/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/672641892513800192/PJQXAVqg_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315563191/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,"Follow this account for geo-targeted Utilities job tweets in Baltimore, MD. Need help? Tweet us at @CareerArc!",,,Sat Feb 21 12:23:02 +0000 2009,2009-02-21 13:23:02,2016-03-15 13:48:59,2016-03-15 13:48:59
21479860,TMJ - LAX Util Jobs,tmj_lax_util,6,333,294,0,5,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"Los Angeles, CA",,,1.0,http://pbs.twimg.com/profile_images/672651855223107584/7aJ8_wOz_normal.jpg,https://pbs.twimg.com/profile_banners/21479860/1449207675,1,https://pbs.twimg.com/profile_background_images/315563166/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/672651855223107584/7aJ8_wOz_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315563166/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,"Follow this account for geo-targeted Utilities job tweets in Los Angeles, CA. Need help? Tweet us at @CareerArc!",,,Sat Feb 21 12:26:06 +0000 2009,2009-02-21 13:26:06,2016-03-15 13:48:59,2016-03-15 13:48:59
21479914,TMJ - ATL Util Jobs,tmj_atl_util,10,401,326,0,24,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"Atlanta, GA",,,1.0,http://pbs.twimg.com/profile_images/672657282975457281/eS5hdo2H_normal.jpg,https://pbs.twimg.com/profile_banners/21479914/1449208969,1,https://pbs.twimg.com/profile_background_images/315563158/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/672657282975457281/eS5hdo2H_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315563158/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,"Follow this account for geo-targeted Utilities job tweets in Atlanta, GA. Need help? Tweet us at @CareerArc!",,,Sat Feb 21 12:27:21 +0000 2009,2009-02-21 13:27:21,2016-03-15 13:48:59,2016-03-15 13:48:59
21479977,TMJ - BHM Util Jobs,tmj_bhm_util,1,301,290,0,1,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"Birmingham, AL",,,1.0,http://pbs.twimg.com/profile_images/672662156660224000/sJjMfm4g_normal.jpg,https://pbs.twimg.com/profile_banners/21479977/1449210131,1,https://pbs.twimg.com/profile_background_images/315563120/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/672662156660224000/sJjMfm4g_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315563120/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,"Follow this account for geo-targeted Utilities job tweets in Birmingham, AL. Need help? Tweet us at @CareerArc!",,,Sat Feb 21 12:28:41 +0000 2009,2009-02-21 13:28:41,2016-03-15 13:48:59,2016-03-15 13:48:59
21480027,TMJ - MOB Util Jobs,tmj_mob_util,1,291,288,0,0,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),"Mobile, AL",,,1.0,http://pbs.twimg.com/profile_images/672666961512304640/pX-4e8_U_normal.jpg,https://pbs.twimg.com/profile_banners/21480027/1449211277,1,https://pbs.twimg.com/profile_background_images/315563097/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/672666961512304640/pX-4e8_U_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315563097/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,"Follow this account for geo-targeted Utilities job tweets in Mobile, AL. Need help? Tweet us at @CareerArc!",,,Sat Feb 21 12:30:01 +0000 2009,2009-02-21 13:30:01,2016-03-15 13:48:59,2016-03-15 13:48:59
21480769,TMJ - VAN Util Jobs,tmj_van_util,1,288,283,0,2,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),Vancouver,,,1.0,http://pbs.twimg.com/profile_images/672687613392777218/tDs9IXqa_normal.jpg,https://pbs.twimg.com/profile_banners/21480769/1449216201,1,https://pbs.twimg.com/profile_background_images/315563007/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/672687613392777218/tDs9IXqa_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315563007/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,Follow this account for geo-targeted Utilities job tweets in Vancouver. Need help? Tweet us at @CareerArc!,,,Sat Feb 21 12:46:02 +0000 2009,2009-02-21 13:46:02,2016-03-15 13:48:59,2016-03-15 13:48:59
21482763,TMJ-IN Mgmt. Jobs,tmj_in_mgmt,224,296,242,0,35,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),Indiana,,,1.0,http://pbs.twimg.com/profile_images/695467398946684928/yN0Kf5Oj_normal.jpg,https://pbs.twimg.com/profile_banners/21482763/1454647325,1,https://pbs.twimg.com/profile_background_images/315428132/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/695467398946684928/yN0Kf5Oj_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315428132/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,Follow this account for geo-targeted Business/Mgmt. job tweets in Indiana Non-Metro. Need help? Tweet us at @CareerArc!,,,Sat Feb 21 13:21:49 +0000 2009,2009-02-21 14:21:49,2016-03-15 13:48:59,2016-03-15 13:48:59
21483823,TMJ-SD Mgmt. Jobs,tmj_sd_mgmt,40,285,241,0,10,https://t.co/DByWt45HZj,en,Eastern Time (US & Canada),South Dakota,,,1.0,http://pbs.twimg.com/profile_images/695573077460029440/46aJ2jph_normal.jpg,https://pbs.twimg.com/profile_banners/21483823/1454672521,1,https://pbs.twimg.com/profile_background_images/315427577/Twitter-BG_2_bg-image.jpg,0,https://pbs.twimg.com/profile_images/695573077460029440/46aJ2jph_normal.jpg,000000,,407DB0,http://pbs.twimg.com/profile_background_images/315427577/Twitter-BG_2_bg-image.jpg,253956,4A913C,-14400.0,,,,,,Follow this account for geo-targeted Business/Mgmt. job tweets in South Dakota Non-Metro. Need help? Tweet us at @CareerArc!,,,Sat Feb 21 13:29:36 +0000 2009,2009-02-21 14:29:36,2016-03-15 13:48:59,2016-03-15 13:48:59
